country,year,gdp,oildep,demand,leftpow,organ
2,1966,5.111141,0.000675,51.96369,1.376415,1.798529
2,1967,2.277283,0.00059,36.93912,1.176678,1.807786
2,1968,4.7,0.000662,57.50798,1.176678,1.818176
2,1969,2.8,0.00072,55.31043,0.4331716,1.828545
2,1970,-0.2,0.000773,35.68419,0.4331716,1.833971
2,1971,3.1,0.001063,42.85743,0.4840479,1.85967
2,1972,5.4,0.001325,59.45386,0.4840479,1.843797
2,1973,5.7,0.00226,70.60229,0.4331716,1.797921
2,1974,-0.9,0.007898,11.01804,0.4331716,1.940439
2,1975,-0.8,0.009097,-5.226978,0.6404451,1.973228
2,1976,4.7,0.011098,82.61055,0.6404451,1.965808
2,1977,5.5,0.013843,62.04571,1.363224,1.956074
2,1978,4.7,0.01263,71.91806,1.363224,1.888796
2,1979,2.6,0.01673,58.16291,1.299158,1.883898
2,1980,-0.4,0.022449,23.67942,1.299158,2.031032
2,1981,3.4,0.021138,36.56797,0.4331716,2.002635
2,1982,-3.0,0.01793,-6.161685,0.4331716,1.991231
2,1983,2.9,0.014882,50.13824,0.5443456,1.676164
2,1984,7.2,0.015458,83.73463,0.5443456,1.654078
2,1985,3.8,0.012709,63.10146,0.4765106,2.123474
2,1986,2.8,0.006475,51.61113,0.4765106,2.112881
2,1987,3.7,0.010027,58.58523,0.497238,2.100184
2,1988,4.6,0.00816,82.32381,0.497238,1.943864
2,1989,2.8,0.00816,64.06464,0.497238,1.947034
2,1990,0.9,0.00816,49.53207,0.5386927,2.009244
20,1966,6.802167,0.000891,207.6552,1.338728,2.267743
20,1967,2.923646,0.00088,148.5982,1.338728,2.298137
20,1968,5.6,0.000862,234.0747,1.525275,2.309251
20,1969,5.2,0.000654,226.673,1.525275,2.318574
20,1970,2.6,0.000286,150.1621,1.525275,2.32556
20,1971,7.0,0.000156,166.6296,1.525275,2.322134
20,1972,5.8,-0.00043,226.1941,1.329307,2.319801
20,1973,7.5,-0.00137,263.3083,1.329307,2.133894
20,1974,3.5,-0.00198,37.13234,1.338728,2.227429
20,1975,1.1,0.000524,-15.14799,1.338728,2.039361
20,1976,6.1,0.003198,240.8081,1.338728,2.049015
20,1977,2.2,0.00492,166.038,1.338728,2.066614
20,1978,3.9,0.003832,196.8127,1.338728,1.868348
20,1979,3.4,0.003733,163.925,0.4897008,1.880804
20,1980,1.0,0.006605,65.91844,1.508316,1.873028
20,1981,4.0,0.007575,94.81174,1.508316,1.893197
20,1982,-4.3,-0.00095,-16.2975,1.508316,1.896163
20,1983,2.8,-0.00747,131.1756,1.508316,1.627354
20,1984,5.4,-0.00833,227.4898,0.050658,1.681749
20,1985,4.7,-0.01115,187.3321,0.050658,1.67789
20,1986,3.1,-0.00372,162.9246,0.050658,1.681919
20,1987,4.5,-0.00511,181.7677,0.050658,1.687213
20,1988,5.0,-0.00523,234.7057,0.4520147,1.600037
20,1989,2.4,-0.00523,171.8554,0.4520147,1.603732
20,1990,0.4,-0.00523,119.8379,0.4520147,1.70911
200,1966,1.877098,0.003318,204.8323,3.033808,2.141038
200,1967,2.255065,0.003497,139.9722,3.033808,2.13374
200,1968,4.1,0.003617,215.2489,3.033808,2.12823
200,1969,1.5,0.00385,222.205,3.033808,2.129927
200,1970,2.2,0.003936,145.5128,1.137901,2.155115
200,1971,2.7,0.004896,167.5205,1.137901,2.218314
200,1972,2.3,0.005104,230.6067,1.137901,2.212045
200,1973,7.6,0.006741,257.2032,1.137901,2.18281
200,1974,-1.0,0.024008,39.05824,2.747394,2.71987
200,1975,-0.7,0.020749,-17.88851,2.809576,2.771193
200,1976,3.8,0.019791,262.5518,2.809576,2.792306
200,1977,1.0,0.013439,204.7496,2.809576,2.819534
200,1978,3.6,0.010405,242.1665,2.809576,2.806303
200,1979,2.2,0.006291,177.7003,1.039917,2.824232
200,1980,-2.3,0.001062,66.94672,1.039917,3.082917
200,1981,-1.4,-0.01187,89.27295,1.039917,3.04686
200,1982,1.5,-0.01862,-15.16376,1.039917,2.968904
200,1983,3.4,-0.02385,137.7853,0.6837841,2.582704
200,1984,1.8,-0.02142,248.0341,0.6837841,2.545845
200,1985,3.7,-0.02456,203.2682,0.6837841,2.892965
200,1986,3.5,-0.01011,172.7486,0.6837841,2.868544
200,1987,4.7,-0.01378,181.9794,0.8175696,2.851158
200,1988,4.1,-0.00775,236.9257,0.8175696,3.133187
200,1989,2.3,-0.00775,165.819,0.8175696,3.112492
200,1990,0.8,-0.00775,125.6543,0.8175696,2.888722
210,1966,1.877098,0.004496,470.1183,2.384517,2.301337
210,1967,2.255065,0.004435,316.164,2.11759,2.302514
210,1968,2.3,0.004747,470.5949,2.121359,2.313736
210,1969,6.4,0.004856,437.9446,2.121359,2.311052
210,1970,6.7,0.005194,292.5319,2.121359,2.298541
210,1971,4.2,0.00587,349.1299,2.2305,2.288191
210,1972,3.3,0.006747,483.7263,2.249343,2.299214
210,1973,4.7,0.009188,523.1405,2.788601,2.155722
210,1974,4.0,0.028137,72.92636,2.788601,2.169102
210,1975,-0.1,0.026536,-31.49271,2.788601,2.265435
210,1976,5.1,0.032235,481.4031,2.788601,2.262789
210,1977,2.3,0.031838,354.0254,2.02821,2.25905
210,1978,2.5,0.033198,384.9612,2.02821,2.168556
210,1979,2.4,0.048353,287.2038,2.02821,2.168071
210,1980,0.9,0.073261,118.4011,2.02821,2.220504
210,1981,-0.7,0.069064,179.4353,2.534567,2.203707
210,1982,-1.4,0.063393,-33.74181,1.838639,2.188086
210,1983,0.9,0.050717,300.601,1.838639,2.178312
210,1984,1.7,0.049702,530.2094,1.838639,2.147723
210,1985,2.6,0.043322,416.5108,1.838639,2.551485
210,1986,2.0,0.02164,368.0163,2.01683,2.533107
210,1987,1.1,0.028134,354.0328,2.01683,2.528008
210,1988,2.7,0.02466,460.404,2.01683,2.18861
210,1989,4.0,0.02466,346.6891,2.060789,2.190492
210,1990,3.9,0.02466,268.2293,2.560303,2.220921
211,1966,3.162259,0.004817,397.5396,1.140083,3.159513
211,1967,3.875398,0.004916,275.8055,1.140083,3.24541
211,1968,4.2,0.005691,419.4378,2.352583,3.262215
211,1969,6.6,0.005838,415.7733,2.352583,3.279006
211,1970,6.4,0.006172,286.8895,2.352583,3.297197
211,1971,3.7,0.007627,329.686,2.539129,3.266794
211,1972,5.3,0.008023,456.3623,2.405393,3.304874
211,1973,5.9,0.010939,510.94,2.205508,3.227664
211,1974,4.1,0.034803,75.5319,1.113529,3.245755
211,1975,-1.5,0.033785,-32.45322,1.143009,3.247878
211,1976,5.3,0.034908,468.046,1.143009,3.265218
211,1977,0.4,0.038089,353.7628,2.222269,3.283299
211,1978,3.0,0.038851,439.3892,2.107326,3.23434
211,1979,2.1,0.055391,334.0493,2.159095,3.25072
211,1980,4.0,0.079104,138.2575,2.159095,3.484521
211,1981,-1.5,0.073828,206.3623,1.625936,3.505958
211,1982,1.5,0.077013,-39.17142,1.200282,3.518966
211,1983,-0.1,0.08346,373.9114,1.200282,3.289132
211,1984,1.4,0.056782,644.7911,1.200282,3.285177
211,1985,0.9,0.053489,511.0707,1.740779,3.286335
211,1986,1.6,0.02668,423.8265,1.740779,3.371255
211,1987,1.9,0.037709,432.5147,2.174839,3.349063
211,1988,4.3,0.028386,571.0842,2.174839,3.323797
211,1989,3.6,0.028386,439.8277,2.174839,3.300892
211,1990,3.8,0.028386,342.4466,2.174839,3.259149
220,1966,5.214182,0.002547,131.2338,0.2579315,0.865855
220,1967,4.68821,0.002818,92.53249,0.9268593,0.8671603
220,1968,4.3,0.002943,141.6458,0.1015342,0.8684156
220,1969,7.0,0.003132,134.6309,0.1015342,0.9001858
220,1970,5.7,0.00356,94.62115,0.1015342,0.9227188
220,1971,5.4,0.004441,119.7454,0.1015342,0.9157469
220,1972,5.9,0.005025,170.585,0.1015342,0.9176493
220,1973,5.4,0.007305,195.6957,0.7478504,0.8711212
220,1974,3.2,0.02456,27.80829,0.8104043,1.012976
220,1975,0.2,0.021643,-12.96173,0.8729583,0.903434
220,1976,5.2,0.025948,186.6326,1.080033,0.9100275
220,1977,3.1,0.025172,145.547,1.080033,0.9059851
220,1978,3.8,0.024957,170.4322,1.027322,1.189688
220,1979,3.3,0.035839,128.8173,1.027322,1.172986
220,1980,1.1,0.054738,51.04998,1.027322,1.088107
220,1981,0.5,0.050919,76.31628,3.35057,1.070373
220,1982,1.8,0.047565,-14.06862,3.352727,1.067037
220,1983,0.7,0.038603,124.8057,3.39371,1.532429
220,1984,1.3,0.039483,214.7581,3.39371,1.518837
220,1985,1.9,0.034556,166.7628,1.955689,1.008403
220,1986,2.3,0.014377,141.6307,0.9042476,0.9952068
220,1987,1.9,0.021742,141.5325,0.9042476,0.9831402
220,1988,3.5,0.016151,186.5931,2.459492,0.4759121
220,1989,3.6,0.016151,141.4421,2.459492,0.4635272
220,1990,2.6,0.016151,119.2011,2.459492,0.4149549
260,1966,2.941416,0.002772,204.6301,1.747325,3.664272
260,1967,-0.1188883,0.002907,143.6106,1.747325,3.660564
260,1968,6.3,0.00314,225.1866,1.747325,3.655626
260,1969,7.8,0.003213,219.442,2.490534,3.653773
260,1970,6.0,0.003513,146.4344,2.490534,3.658571
260,1971,2.9,0.004317,164.1996,2.490534,3.670739
260,1972,4.2,0.004688,229.2128,2.521129,3.676789
260,1973,4.7,0.006548,256.61,2.521129,3.730834
260,1974,0.3,0.021087,35.35709,2.541261,3.740978
260,1975,-1.6,0.021153,-15.65845,2.541261,3.780371
260,1976,5.4,0.024317,249.5835,2.413129,3.779587
260,1977,3.0,0.025015,189.3417,2.413129,3.790745
260,1978,2.9,0.025503,213.3449,2.413129,3.794828
260,1979,4.2,0.035203,162.3481,2.413129,3.804847
260,1980,1.4,0.052544,64.08227,1.360547,3.792146
260,1981,0.2,0.049305,97.24711,1.360547,3.787841
260,1982,-0.6,0.048176,-18.43574,1.360547,3.78403
260,1983,1.2,0.040587,168.3113,1.300249,3.718639
260,1984,2.6,0.041135,285.1884,1.300249,3.703539
260,1985,2.0,0.038172,224.5905,1.300249,3.685818
260,1986,2.3,0.017333,198.9464,1.300249,3.692232
260,1987,1.8,0.02406,203.935,1.396596,3.686253
260,1988,3.7,0.017939,261.4299,1.396596,3.653223
260,1989,3.2,0.017939,195.5396,1.396596,3.642294
260,1990,4.7,0.017939,154.7337,1.386555,3.64393
305,1966,5.642999,0.001309,274.4722,2.759493,4.819461
305,1967,3.007687,0.001283,190.6975,2.759493,4.819816
305,1968,4.5,0.001652,289.9996,2.759493,4.79901
305,1969,6.3,0.001692,273.6197,2.759493,4.801824
305,1970,7.1,0.001995,188.7817,3.570835,4.806089
305,1971,5.1,0.002694,232.4199,3.557645,4.808448
305,1972,6.2,0.002948,321.3193,3.557645,4.809648
305,1973,4.9,0.004379,362.9728,3.557645,4.717182
305,1974,3.9,0.013676,48.54818,3.557645,4.720818
305,1975,-0.4,0.014145,-19.90914,3.557645,4.730567
305,1976,4.6,0.016952,315.3338,3.557645,4.735656
305,1977,4.4,0.016673,240.2152,3.557645,4.743346
305,1978,0.5,0.018748,275.6575,3.557645,4.648951
305,1979,4.7,0.026658,213.1991,3.567066,4.647928
305,1980,3.0,0.043051,86.13233,3.567066,4.663758
305,1981,-0.1,0.042511,128.5199,3.567066,4.666365
305,1982,1.2,0.037828,-23.37515,3.567066,4.662194
305,1983,2.1,0.030942,200.1591,3.145379,4.500672
305,1984,2.0,0.032851,344.4453,3.145379,4.48409
305,1985,2.5,0.029363,271.9026,3.145379,4.481929
305,1986,1.1,0.013275,242.8031,3.064354,4.475522
305,1987,1.9,0.019808,247.2632,3.064354,4.472705
305,1988,4.2,0.013674,316.6325,3.064354,4.38673
305,1989,3.7,0.013674,245.5922,3.064354,4.385837
305,1990,4.9,0.013674,190.735,3.040503,4.353965
325,1966,5.98493,0.003653,145.4759,2.744692,3.109008
325,1967,7.177626,0.003688,104.4773,2.744692,3.101926
325,1968,6.5,0.003811,163.9383,2.581848,3.105283
325,1969,6.1,0.003937,155.9193,2.461773,3.165009
325,1970,5.3,0.004224,106.9117,2.62427,3.18785
325,1971,1.6,0.005337,123.3974,2.621394,3.236796
325,1972,3.2,0.005809,173.1338,2.356252,3.2727
325,1973,7.0,0.007928,205.1807,2.505088,3.29467
325,1974,4.1,0.026072,29.71943,2.438939,3.316652
325,1975,-3.6,0.02528,-14.06804,2.356252,3.31728
325,1976,5.9,0.027571,215.9071,2.663394,3.337512
325,1977,1.9,0.028347,174.0286,2.663394,3.3692
325,1978,2.7,0.027809,198.7632,2.663394,3.323694
325,1979,4.9,0.037706,153.5684,2.663394,3.326842
325,1980,3.9,0.058502,61.56373,2.857527,3.273015
325,1981,0.2,0.062218,85.76708,2.843147,3.277284
325,1982,-0.5,0.061318,-13.8024,2.843147,3.255168
325,1983,-0.2,0.048687,120.2343,2.78694,3.037833
325,1984,2.8,0.049065,193.3357,2.773279,3.014262
325,1985,2.6,0.043212,152.7713,2.773279,3.081551
325,1986,2.5,0.017962,131.5488,2.773279,3.052166
325,1987,3.0,0.027421,125.8555,2.760485,3.046941
325,1988,3.9,0.019516,165.7138,2.896824,2.995174
325,1989,3.0,0.019516,128.167,2.916238,2.986182
325,1990,2.0,0.019516,92.75997,2.916238,2.998855
375,1966,2.372142,0.00334,227.6864,3.188197,3.18544
375,1967,2.168861,0.003688,153.1624,3.188197,3.209284
375,1968,2.5,0.004088,230.031,3.157999,3.232915
375,1969,9.6,0.004073,231.8787,3.157999,3.248425
375,1970,7.9,0.004769,161.0989,2.660518,3.444874
375,1971,2.1,0.005487,199.8732,2.588617,3.540511
375,1972,7.6,0.005988,267.5468,2.997164,3.658837
375,1973,6.7,0.00802,304.4776,3.210933,3.862574
375,1974,3.0,0.027633,41.19724,3.210933,3.99548
375,1975,1.2,0.027404,-17.61923,2.859114,3.938309
375,1976,0.3,0.030567,266.8974,2.463658,4.017587
375,1977,0.2,0.032765,187.5271,2.823163,4.057783
375,1978,2.6,0.029113,226.129,2.823163,3.89558
375,1979,7.4,0.046224,179.0502,2.634733,3.928544
375,1980,5.6,0.068688,73.62048,2.634733,3.895093
375,1981,1.8,0.064404,113.3592,2.634733,3.951253
375,1982,3.0,0.057407,-19.71481,2.634733,3.966184
375,1983,2.9,0.049933,166.0271,2.69503,3.73051
375,1984,3.0,0.042008,285.0406,2.69503,3.763035
375,1985,3.3,0.044198,203.8832,2.69503,3.756253
375,1986,2.1,0.019862,171.9533,2.69503,3.772168
375,1987,4.0,0.030247,176.588,2.238781,3.796108
375,1988,5.2,0.01832,226.2428,2.238781,3.69921
375,1989,5.4,0.01832,164.296,2.238781,3.790362
375,1990,0.4,0.01832,117.5564,2.238781,3.739536
380,1966,2.09097,0.004483,241.8421,3.478504,4.035367
380,1967,3.365626,0.004367,161.7955,3.478504,4.065156
380,1968,3.6,0.004762,242.0355,3.527496,4.088839
380,1969,5.0,0.004986,230.6431,3.527496,4.13144
380,1970,6.5,0.00516,157.3465,3.54257,4.17484
380,1971,0.9,0.005982,185.3379,3.54257,4.212388
380,1972,2.3,0.006044,251.8578,3.54257,4.268965
380,1973,4.0,0.008053,281.1865,3.472851,4.170572
380,1974,3.2,0.027017,41.63638,3.472851,4.274697
380,1975,2.6,0.029468,-19.55358,3.472851,4.249751
380,1976,1.1,0.031083,282.4941,2.462567,4.328919
380,1977,-1.6,0.034047,205.1235,2.462567,4.392342
380,1978,1.8,0.030771,231.4073,2.689774,4.315961
380,1979,3.8,0.045256,177.3364,2.33431,4.356037
380,1980,1.7,0.066078,74.17668,2.33431,4.3709
380,1981,-0.3,0.061124,104.5837,2.637014,4.407537
380,1982,0.8,0.057274,-18.049,3.350371,4.42237
380,1983,2.4,0.044233,174.8545,3.350371,4.058469
380,1984,3.4,0.036722,322.0069,3.350371,4.091403
380,1985,2.2,0.037887,238.8925,3.356024,4.139465
380,1986,2.3,0.017814,204.6826,3.356024,4.09091
380,1987,2.9,0.020466,213.4782,3.356024,4.121651
380,1988,2.3,0.015156,278.2509,3.523727,4.08035
380,1989,2.4,0.015156,209.4012,3.523727,4.07972
380,1990,0.6,0.015156,153.1664,3.523727,4.066223
385,1966,3.786146,0.002799,444.1707,2.209971,3.601521
385,1967,6.256858,0.002729,307.4292,2.209971,3.603006
385,1968,2.3,0.002994,488.2713,2.209971,3.604608
385,1969,6.4,0.002925,446.454,2.260847,3.611317
385,1970,6.7,0.003564,280.3048,2.260847,3.620608
385,1971,4.6,0.003701,322.6846,3.267462,3.640286
385,1972,5.2,0.003346,443.4163,2.548451,3.65383
385,1973,4.1,0.004458,483.7657,3.395595,3.466145
385,1974,5.2,0.014172,70.09137,3.395595,3.49771
385,1975,4.2,-0.0036,-28.62891,3.395595,3.483629
385,1976,6.8,-0.01165,451.6751,3.395595,3.524078
385,1977,3.6,-0.00944,330.204,3.177015,3.537073
385,1978,4.5,-0.01669,370.3901,3.177015,3.49251
385,1979,5.1,-0.02816,264.8257,3.177015,3.532034
385,1980,4.2,-0.07046,102.8504,3.177015,3.38321
385,1981,0.9,-0.08273,150.3929,2.116946,3.439342
385,1982,0.3,-0.08613,-26.25414,2.835957,3.454047
385,1983,3.9,-0.10316,229.7986,1.67763,3.074842
385,1984,3.8,-0.11781,393.0031,1.67763,3.081761
385,1985,5.3,-0.1167,299.2742,1.892441,3.044841
385,1986,4.2,-0.05159,257.2799,3.050767,3.084486
385,1987,3.4,-0.08986,268.6286,3.050767,3.107917
385,1988,1.1,-0.08212,330.2308,3.050767,3.074603
385,1989,0.4,-0.08212,243.7502,2.849221,3.081173
385,1990,1.8,-0.08212,191.1748,1.850466,2.923244
390,1966,2.74124,0.004386,336.3481,2.922635,3.882627
390,1967,3.421209,0.004421,217.4948,2.922635,3.894246
390,1968,3.8,0.004791,324.1378,1.633275,3.909132
390,1969,6.5,0.005298,300.8976,1.633275,3.916059
390,1970,2.3,0.005974,193.8259,1.633275,3.936597
390,1971,2.7,0.006882,223.4635,2.982932,4.007296
390,1972,5.3,0.00731,302.2658,2.982932,4.00907
390,1973,3.6,0.009184,321.5593,1.296183,4.028155
390,1974,-0.9,0.03149,47.16908,1.296183,4.096746
390,1975,-0.7,0.031773,-19.931,2.788849,4.072777
390,1976,6.5,0.031442,305.493,2.788849,4.156581
390,1977,1.6,0.034451,224.4142,3.067726,4.257289
390,1978,1.5,0.033684,251.1876,2.588146,4.168655
390,1979,3.5,0.042601,184.7484,2.992354,4.268328
390,1980,-0.4,0.060627,73.57564,2.992354,4.309025
390,1981,-0.9,0.055137,113.0056,2.982932,4.341763
390,1982,3.0,0.050544,-21.70897,1.716035,4.377179
390,1983,2.1,0.038257,194.0503,1.716035,4.093669
390,1984,3.5,0.03599,330.5235,1.618052,4.145222
390,1985,4.3,0.032321,254.0941,1.618052,4.217012
390,1986,3.6,0.012043,218.8449,1.618052,4.246058
390,1987,-0.6,0.014444,218.8479,1.585994,4.225878
390,1988,-0.2,0.009885,276.517,1.499341,4.074214
390,1989,0.8,0.009885,206.1623,1.499341,4.016414
390,1990,1.7,0.009885,147.4639,1.490712,4.019461
740,1966,10.63828,0.002849,111.4626,0.8251069,2.256058
740,1967,11.08234,0.003094,76.20077,0.881636,2.252071
740,1968,12.8,0.003223,114.3146,0.881636,2.2484
740,1969,12.3,0.003398,106.4352,0.7063957,2.251213
740,1970,9.8,0.003639,70.03409,0.7063957,2.262731
740,1971,4.2,0.004632,81.73078,0.7063957,2.264144
740,1972,8.4,0.004926,116.3514,1.034265,2.267055
740,1973,7.9,0.0072,120.9984,1.034265,2.219112
740,1974,-1.2,0.025608,17.2314,1.034265,2.204726
740,1975,2.6,0.02473,-8.975247,1.034265,2.199802
740,1976,4.8,0.026686,137.1426,0.9570081,2.200501
740,1977,5.3,0.028022,100.9318,0.9570081,2.19312
740,1978,5.1,0.026625,107.0759,0.9570081,2.138167
740,1979,5.2,0.036379,70.40697,1.14167,2.13242
740,1980,4.4,0.052913,31.57935,0.8891732,2.328682
740,1981,3.9,0.0517,53.06605,0.8891732,2.326545
740,1982,2.8,0.048203,-9.755647,0.8891732,2.327575
740,1983,3.2,0.04068,88.57642,1.049339,2.421978
740,1984,5.0,0.041442,139.7583,1.049339,2.416912
740,1985,4.7,0.03471,107.2894,1.049339,1.948334
740,1986,2.5,0.014618,87.48477,0.7290074,1.942272
740,1987,4.4,0.020932,74.49356,0.7290074,1.93711
740,1988,5.7,0.016246,97.70558,0.7290074,1.986012
740,1989,4.7,0.016246,76.32503,0.7290074,1.979984
740,1990,5.2,0.016246,48.00073,0.8646772,2.640314
