girl,minority,mathkind,mathgain,ses,yearstea,mathknow,housepov,mathprep,classid,schoolid,childid
0,0,515,16,-0.33,2.0,1.61,0.137,2.0,301,54,598
0,1,504,64,0.12,2.0,1.61,0.137,2.0,301,54,599
1,0,497,20,-0.18,20.0,-0.19,0.065,2.5,24,55,600
0,0,476,6,-0.62,24.0,-0.27,0.065,2.25,35,55,601
1,0,525,55,-0.03,24.0,-0.27,0.065,2.25,35,55,602
0,1,472,113,-1.28,24.0,-0.27,0.065,2.25,35,55,603
0,0,427,67,1.09,24.0,-0.27,0.065,2.25,35,55,604
1,0,446,62,0.45,2.0,-0.76,0.065,4.0,117,55,605
1,0,465,59,0.09,2.0,-0.76,0.065,4.0,117,55,606
0,0,498,46,0.17,2.0,-0.76,0.065,4.0,117,55,607
0,1,495,36,-1.02,2.0,-0.76,0.065,4.0,117,55,608
0,0,491,18,-0.32,2.0,-0.76,0.065,4.0,117,55,609
1,1,463,54,-1.15,2.0,-0.76,0.065,4.0,117,55,610
0,0,478,76,-0.8,2.0,-0.76,0.065,4.0,117,55,611
1,0,415,84,-0.24,2.0,-0.76,0.065,4.0,117,55,612
1,0,506,-4,-0.43,13.0,0.85,0.04,2.75,3,56,613
1,0,516,18,-0.26,13.0,0.85,0.04,2.75,3,56,614
0,0,456,33,-0.51,13.0,0.85,0.04,2.75,3,56,615
1,0,511,122,1.54,13.0,0.24,0.04,3.0,168,56,616
1,0,524,53,0.12,13.0,0.24,0.04,3.0,168,56,617
0,0,480,77,-0.37,13.0,0.24,0.04,3.0,168,56,618
0,0,521,26,0.07,13.0,0.24,0.04,3.0,168,56,619
0,0,505,55,0.38,13.0,0.24,0.04,3.0,168,56,620
0,0,482,85,0.02,13.0,0.24,0.04,3.0,168,56,621
0,0,470,56,-1.28,13.0,0.24,0.04,3.0,168,56,622
1,1,431,89,-0.96,33.0,-0.26,0.289,3.0,36,57,623
0,1,349,132,-0.76,9.0,0.65,0.289,3.5,40,57,624
1,1,465,127,0.19,9.0,0.65,0.289,3.5,40,57,625
1,1,474,22,-0.86,9.0,0.65,0.289,3.5,40,57,626
1,1,435,69,-1.14,19.0,0.57,0.289,2.5,171,57,627
1,1,484,39,-0.05,22.0,-0.41,0.289,3.0,250,57,628
0,1,498,52,-0.07,22.0,-0.41,0.289,3.0,250,57,629
0,1,466,34,-1.15,1.0,0.89,0.289,2.5,272,57,630
0,1,456,36,0.32,28.0,,0.101,6.0,12,58,631
1,0,480,62,0.55,28.0,,0.101,6.0,12,58,632
0,1,451,51,-0.8,28.0,,0.101,6.0,12,58,633
1,1,500,109,-0.28,28.0,,0.101,6.0,12,58,634
1,0,533,-8,0.05,28.0,,0.101,6.0,12,58,635
0,1,536,6,-0.85,5.0,-1.28,0.362,1.5,34,59,636
1,0,506,41,0.01,8.0,0.02,0.362,1.0,108,59,637
0,1,455,54,0.27,8.0,0.02,0.362,1.0,108,59,638
0,1,540,79,-0.28,8.0,0.02,0.362,1.0,108,59,639
1,1,482,102,-0.03,5.0,0.47,0.243,1.0,121,60,640
0,1,493,122,-0.03,5.0,0.47,0.243,1.0,121,60,641
0,1,445,72,-0.03,5.0,0.47,0.243,1.0,121,60,642
1,1,432,36,-0.03,5.0,0.47,0.243,1.0,121,60,643
0,1,445,118,-0.68,5.0,0.47,0.243,1.0,121,60,644
0,1,415,79,-0.03,5.0,0.47,0.243,1.0,121,60,645
1,1,443,59,-0.03,5.0,-1.43,0.243,2.0,242,60,646
1,1,428,78,-0.73,5.0,-1.43,0.243,2.0,242,60,647
0,1,449,74,-0.07,5.0,-1.43,0.243,2.0,242,60,648
0,1,492,79,-0.03,5.0,-1.43,0.243,2.0,242,60,649
0,1,515,24,0.3,5.0,-1.43,0.243,2.0,242,60,650
0,1,489,23,-0.03,5.0,-1.43,0.243,2.0,242,60,651
1,1,470,94,-0.03,5.0,-1.43,0.243,2.0,242,60,652
0,1,442,35,-0.09,2.0,-0.72,0.335,2.5,1,61,653
0,1,422,109,-1.32,2.0,-0.72,0.335,2.5,1,61,654
1,1,482,66,0.43,2.0,-0.72,0.335,2.5,1,61,655
1,1,489,19,-0.06,2.0,-0.72,0.335,2.5,1,61,656
0,1,460,10,-1.28,2.0,-0.72,0.335,2.5,1,61,657
0,1,448,52,-0.03,1.0,-0.72,0.335,2.0,124,61,658
1,1,449,15,-0.03,0.0,0.89,0.335,2.0,192,61,659
1,1,441,37,-1.35,0.0,0.89,0.335,2.0,192,61,660
1,1,503,22,-1.21,4.0,0.84,0.335,4.25,267,61,661
1,1,454,50,-1.06,4.0,0.84,0.335,4.25,267,61,662
0,1,456,62,-1.03,4.0,0.84,0.335,4.25,267,61,663
1,0,629,-84,2.33,13.0,0.89,0.17,2.74,22,62,664
1,0,501,179,2.0,13.0,0.89,0.17,2.74,22,62,665
0,0,589,11,2.43,13.0,0.89,0.17,2.74,22,62,666
0,0,524,65,0.46,13.0,0.89,0.17,2.74,22,62,667
1,0,466,78,3.16,13.0,0.89,0.17,2.74,22,62,668
1,0,502,41,0.46,13.0,0.89,0.17,2.74,22,62,669
1,0,532,55,1.06,13.0,0.89,0.17,2.74,22,62,670
0,0,500,57,0.08,13.0,0.89,0.17,2.74,22,62,671
1,0,527,37,2.06,32.0,0.89,0.17,2.3,46,62,672
0,0,496,61,3.21,32.0,0.89,0.17,2.3,46,62,673
1,0,596,23,0.73,32.0,0.89,0.17,2.3,46,62,674
0,0,499,112,1.81,32.0,0.89,0.17,2.3,46,62,675
0,1,419,67,1.22,32.0,0.89,0.17,2.3,46,62,676
1,1,474,17,0.04,24.0,0.96,0.072,2.0,310,63,677
0,0,510,84,-0.67,24.0,0.96,0.072,2.0,310,63,678
0,1,496,64,-0.55,24.0,0.96,0.072,2.0,310,63,679
0,1,432,76,-0.86,8.0,-0.42,0.18,3.5,38,64,680
1,0,436,77,0.07,8.0,-0.42,0.18,3.5,38,64,681
0,1,472,49,0.18,8.0,-0.42,0.18,3.5,38,64,682
0,0,420,79,-0.69,8.0,-0.42,0.18,3.5,38,64,683
1,1,447,97,0.75,8.0,-0.42,0.18,3.5,38,64,684
0,0,463,40,-0.03,8.0,-0.42,0.18,3.5,38,64,685
1,1,429,67,0.11,8.0,-0.42,0.18,3.5,38,64,686
0,0,494,32,-0.02,4.0,-0.51,0.18,2.0,294,64,687
1,1,449,95,-0.08,4.0,-0.51,0.18,2.0,294,64,688
0,1,465,62,-0.03,4.0,-0.51,0.18,2.0,294,64,689
1,1,466,17,-0.71,40.0,-1.36,0.05,5.0,95,65,690
1,0,448,25,0.01,40.0,-1.36,0.05,5.0,95,65,691
0,1,524,52,0.3,3.0,0.89,0.05,2.5,128,65,692
1,1,466,88,-0.63,3.0,0.89,0.05,2.5,128,65,693
0,0,521,76,1.29,3.0,0.89,0.05,2.5,128,65,694
1,1,408,69,-0.72,3.0,0.89,0.05,2.5,128,65,695
0,1,474,23,-0.45,2.0,-1.07,0.05,3.75,284,65,696
1,0,521,65,-0.99,2.0,-1.07,0.05,3.75,284,65,697
0,0,503,92,1.17,2.0,-1.07,0.05,3.75,284,65,698
0,0,514,64,-0.03,29.0,-0.54,0.509,2.17,91,66,699
1,1,478,56,-0.2,29.0,-0.54,0.509,2.17,91,66,700
0,0,443,84,0.06,29.0,-0.54,0.509,2.17,91,66,701
1,0,445,53,0.22,29.0,-0.54,0.509,2.17,91,66,702
0,0,474,61,0.61,16.0,0.0,0.509,2.75,218,66,703
0,0,500,38,1.79,16.0,0.0,0.509,2.75,218,66,704
0,0,464,57,-0.62,29.0,0.75,0.509,3.0,269,66,705
0,0,506,66,-0.07,29.0,0.75,0.509,3.0,269,66,706
0,1,413,102,0.25,5.0,1.08,0.339,5.33,4,67,707
0,1,427,86,-0.12,5.0,1.08,0.339,5.33,4,67,708
0,1,482,66,-0.7,5.0,1.08,0.339,5.33,4,67,709
0,1,430,106,-0.53,5.0,1.08,0.339,5.33,4,67,710
1,1,441,79,-0.46,5.0,1.08,0.339,5.33,4,67,711
0,1,429,110,-0.75,5.0,1.08,0.339,5.33,4,67,712
1,1,401,107,0.05,17.0,-1.02,0.339,3.5,73,67,713
1,1,513,55,0.06,17.0,-1.02,0.339,3.5,73,67,714
1,1,437,82,-1.45,17.0,-1.02,0.339,3.5,73,67,715
1,1,479,32,-0.71,18.0,-0.66,0.339,1.0,245,67,716
0,1,431,57,-1.04,18.0,-0.66,0.339,1.0,245,67,717
1,0,436,79,-0.03,18.0,-0.66,0.339,1.0,245,67,718
1,1,542,36,-0.55,23.0,0.04,0.209,1.5,57,68,719
0,1,487,44,-1.24,23.0,0.04,0.209,1.5,57,68,720
0,1,501,39,-0.36,23.0,0.04,0.209,1.5,57,68,721
1,1,463,86,-0.83,23.0,0.04,0.209,1.5,57,68,722
1,1,290,214,-0.67,16.0,-0.07,0.209,6.0,244,68,723
1,1,488,75,-0.57,7.0,-0.75,0.209,2.0,263,68,724
1,1,508,29,-0.34,7.0,-0.75,0.209,2.0,263,68,725
1,1,489,71,-0.71,7.0,-0.75,0.209,2.0,263,68,726
0,1,491,29,-0.8,23.0,-1.06,0.209,3.17,271,68,727
1,1,435,91,-0.57,23.0,-1.06,0.209,3.17,271,68,728
1,1,414,93,-1.15,23.0,-1.06,0.209,3.17,271,68,729
0,1,409,128,-0.96,26.0,-0.71,0.209,1.67,298,68,730
1,1,490,52,-0.16,26.0,-0.71,0.209,1.67,298,68,731
1,1,500,59,-0.16,26.0,-0.71,0.209,1.67,298,68,732
1,1,473,79,-1.21,26.0,-0.71,0.209,1.67,298,68,733
1,1,423,123,0.88,26.0,-0.71,0.209,1.67,298,68,734
0,1,365,107,-0.03,0.0,-0.52,0.523,2.0,90,69,735
1,1,443,66,-0.76,0.0,-0.52,0.523,2.0,90,69,736
0,1,431,83,1.03,6.0,-0.72,0.523,2.0,290,69,737
0,1,425,45,-0.64,6.0,-0.72,0.523,2.0,290,69,738
1,1,456,22,0.55,6.0,-0.72,0.523,2.0,290,69,739
0,1,484,96,-1.15,3.0,-1.28,0.43,2.0,83,70,740
0,1,464,45,-1.19,3.0,-1.28,0.43,2.0,83,70,741
1,1,509,53,-0.46,3.0,-1.28,0.43,2.0,83,70,742
1,1,463,68,-1.45,3.0,-1.28,0.43,2.0,83,70,743
0,1,400,107,-0.09,3.0,-1.28,0.43,2.0,83,70,744
1,1,418,108,-1.15,3.0,-1.28,0.43,2.0,83,70,745
1,1,403,117,-0.59,3.0,-1.28,0.43,2.0,83,70,746
1,1,405,62,-0.36,5.0,1.15,0.43,2.33,146,70,747
0,1,428,145,0.11,5.0,1.15,0.43,2.33,146,70,748
0,1,496,63,0.16,5.0,1.15,0.43,2.33,146,70,749
1,1,471,45,-1.27,6.0,-0.3,0.43,3.25,152,70,750
1,1,434,36,-1.25,6.0,-0.3,0.43,3.25,152,70,751
1,1,447,69,-0.98,6.0,-0.3,0.43,3.25,152,70,752
1,1,481,66,-1.45,6.0,-0.3,0.43,3.25,152,70,753
0,1,368,218,-1.14,6.0,-0.3,0.43,3.25,152,70,754
1,1,439,54,-0.49,6.0,-0.3,0.43,3.25,152,70,755
0,1,468,68,-0.03,0.0,0.12,0.43,2.5,261,70,756
1,1,466,81,-1.02,3.0,-1.22,0.43,4.5,311,70,757
0,1,514,32,-0.31,3.0,-1.22,0.43,4.5,311,70,758
1,0,488,45,1.21,8.0,1.24,0.085,2.5,80,71,759
0,0,459,95,0.14,8.0,1.24,0.085,2.5,80,71,760
0,1,459,24,-0.03,8.0,1.24,0.085,2.5,80,71,761
0,0,551,10,1.16,8.0,1.24,0.085,2.5,80,71,762
0,0,500,68,1.09,8.0,1.24,0.085,2.5,80,71,763
0,1,455,60,-0.78,8.0,1.24,0.085,2.5,80,71,764
1,0,551,82,-0.19,31.0,0.45,0.085,2.0,120,71,765
0,0,485,80,-0.05,31.0,0.45,0.085,2.0,120,71,766
0,0,537,104,2.07,31.0,0.45,0.085,2.0,120,71,767
1,0,499,85,1.08,31.0,0.45,0.085,2.0,120,71,768
0,0,494,35,0.1,31.0,0.45,0.085,2.0,120,71,769
0,0,502,54,0.93,31.0,0.45,0.085,2.0,120,71,770
1,0,545,39,0.8,31.0,0.45,0.085,2.0,120,71,771
1,0,527,50,1.27,31.0,0.45,0.085,2.0,120,71,772
1,0,523,70,-0.69,3.0,0.51,0.085,3.0,209,71,773
1,0,517,80,0.16,3.0,0.51,0.085,3.0,209,71,774
1,0,561,34,0.91,5.0,1.25,0.085,1.83,264,71,775
1,0,452,49,2.06,5.0,1.25,0.085,1.83,264,71,776
1,1,477,1,0.02,5.0,1.25,0.085,1.83,264,71,777
0,0,480,43,-0.2,5.0,1.25,0.085,1.83,264,71,778
1,0,556,2,0.72,5.0,1.25,0.085,1.83,264,71,779
1,0,473,55,0.28,5.0,1.25,0.085,1.83,264,71,780
1,0,543,78,0.8,5.0,1.25,0.085,1.83,264,71,781
0,0,502,63,0.24,10.0,-0.01,0.085,3.83,304,71,782
0,0,513,10,0.97,10.0,-0.01,0.085,3.83,304,71,783
1,0,446,72,0.3,10.0,-0.01,0.085,3.83,304,71,784
0,1,506,29,0.46,10.0,-0.01,0.085,3.83,304,71,785
0,0,542,77,0.6,19.0,0.12,0.249,2.5,29,72,786
0,0,469,88,0.8,19.0,0.12,0.249,2.5,29,72,787
1,1,510,20,-0.38,19.0,0.12,0.249,2.5,29,72,788
0,0,523,28,-0.22,26.0,-0.67,0.249,3.0,148,72,789
0,0,510,51,0.56,26.0,-0.67,0.249,3.0,148,72,790
1,0,532,47,-0.37,26.0,-0.67,0.249,3.0,148,72,791
1,0,498,37,0.37,26.0,-0.67,0.249,3.0,148,72,792
1,0,524,113,1.95,4.0,-0.38,0.249,2.0,243,72,793
1,0,520,16,0.69,4.0,-0.38,0.249,2.0,243,72,794
1,1,488,53,0.27,4.0,-0.38,0.249,2.0,243,72,795
0,1,478,28,0.62,4.0,-0.38,0.249,2.0,243,72,796
1,1,489,70,-0.03,16.0,1.62,0.117,2.5,213,73,797
0,1,426,44,-0.72,16.0,1.62,0.117,2.5,213,73,798
0,1,442,28,-0.07,16.0,1.62,0.117,2.5,213,73,799
0,1,422,93,-0.55,18.0,,0.117,2.3,276,73,800
0,1,466,46,-0.11,18.0,,0.117,2.3,276,73,801
1,1,523,37,0.54,18.0,,0.117,2.3,276,73,802
0,1,393,95,-0.84,18.0,,0.117,2.3,276,73,803
0,1,436,51,0.17,18.0,,0.117,2.3,276,73,804
1,1,435,11,-0.04,18.0,,0.117,2.3,276,73,805
1,1,479,38,0.47,18.0,,0.117,2.3,276,73,806
0,0,411,118,-0.61,34.0,-1.64,0.202,3.0,232,74,807
0,0,496,-2,0.62,34.0,-1.64,0.202,3.0,232,74,808
0,1,433,59,-0.98,34.0,-0.03,0.202,3.83,295,74,809
1,1,490,60,-0.03,6.0,-1.46,0.367,1.83,39,75,810
1,1,452,66,-0.88,6.0,-1.46,0.367,1.83,39,75,811
0,0,510,147,-0.47,2.0,-0.19,0.367,2.5,42,75,812
1,1,461,106,0.39,2.0,-0.19,0.367,2.5,42,75,813
1,1,457,36,0.09,2.0,-0.19,0.367,2.5,42,75,814
0,1,438,53,-1.52,2.0,-0.19,0.367,2.5,42,75,815
1,1,486,57,-0.96,2.0,-0.19,0.367,2.5,42,75,816
0,0,504,97,0.27,2.0,-0.19,0.367,2.5,42,75,817
1,1,455,58,-0.86,2.0,-0.19,0.367,2.5,42,75,818
1,0,436,116,-0.61,2.0,-0.19,0.367,2.5,42,75,819
1,1,451,80,-1.08,2.0,-0.19,0.367,2.5,42,75,820
1,1,508,58,-0.04,2.0,-0.19,0.367,2.5,42,75,821
1,1,533,19,-0.09,2.0,0.06,0.367,2.0,154,75,822
1,1,476,110,0.02,2.0,0.06,0.367,2.0,154,75,823
1,1,396,78,-1.06,1.0,-0.27,0.367,2.0,181,75,824
0,0,428,23,-1.0,8.0,0.41,0.161,3.0,8,76,825
0,0,482,58,0.81,8.0,0.41,0.161,3.0,8,76,826
0,0,523,25,0.46,8.0,0.41,0.161,3.0,8,76,827
1,0,505,-15,0.41,8.0,0.41,0.161,3.0,8,76,828
0,1,429,46,0.17,21.0,2.14,0.161,2.3,28,76,829
0,0,290,152,-0.45,21.0,2.14,0.161,2.3,28,76,830
1,1,485,62,-0.83,21.0,2.14,0.161,2.3,28,76,831
1,0,495,19,-0.22,21.0,2.14,0.161,2.3,28,76,832
1,0,470,13,0.04,21.0,2.14,0.161,2.3,28,76,833
0,1,456,38,0.16,29.0,0.85,0.161,2.33,136,76,834
0,1,474,58,0.03,29.0,0.85,0.161,2.33,136,76,835
0,1,480,-10,0.1,29.0,0.85,0.161,2.33,136,76,836
0,0,458,61,0.41,29.0,0.85,0.161,2.33,136,76,837
1,0,438,56,-0.35,29.0,0.85,0.161,2.33,136,76,838
0,0,449,69,0.19,29.0,0.85,0.161,2.33,136,76,839
1,0,455,73,-0.91,13.0,0.89,0.161,2.3,277,76,840
1,0,458,-3,-0.14,13.0,0.89,0.161,2.3,277,76,841
1,0,503,25,0.17,13.0,0.89,0.161,2.3,277,76,842
1,0,469,33,0.84,13.0,0.89,0.161,2.3,277,76,843
0,0,426,19,-0.23,13.0,0.89,0.161,2.3,277,76,844
1,0,451,60,0.63,13.0,0.89,0.161,2.3,277,76,845
1,0,437,35,0.07,13.0,0.89,0.161,2.3,277,76,846
0,0,485,50,-0.14,5.0,2.61,0.161,3.25,287,76,847
0,0,441,59,0.1,5.0,2.61,0.161,3.25,287,76,848
0,0,433,46,-0.32,5.0,2.61,0.161,3.25,287,76,849
1,0,439,61,0.45,5.0,2.61,0.161,3.25,287,76,850
0,0,417,75,-0.12,5.0,2.61,0.161,3.25,287,76,851
0,0,463,59,1.1,7.0,-0.75,0.041,1.0,27,77,852
1,0,482,60,1.72,7.0,-0.75,0.041,1.0,27,77,853
0,0,469,72,1.04,7.0,-0.75,0.041,1.0,27,77,854
0,0,450,17,0.72,7.0,-0.75,0.041,1.0,27,77,855
1,0,453,52,0.2,7.0,-0.75,0.041,1.0,27,77,856
1,0,522,52,0.08,7.0,-0.75,0.041,1.0,27,77,857
1,0,468,58,0.69,12.54,,0.041,2.3,53,77,858
0,0,458,125,1.6,12.54,,0.041,2.3,53,77,859
1,0,514,5,0.56,12.54,,0.041,2.3,53,77,860
0,0,427,71,-0.03,12.54,,0.041,2.3,53,77,861
1,0,501,56,1.11,12.54,,0.041,2.3,53,77,862
1,0,471,57,-0.32,29.0,-0.47,0.041,5.0,189,77,863
1,0,515,28,1.42,29.0,-0.47,0.041,5.0,189,77,864
0,0,431,101,0.22,29.0,-0.47,0.041,5.0,189,77,865
0,0,500,44,1.27,29.0,-0.47,0.041,5.0,189,77,866
0,0,477,27,-0.09,29.0,-0.47,0.041,5.0,189,77,867
1,0,489,64,1.0,29.0,-0.47,0.041,5.0,189,77,868
1,0,484,65,0.27,29.0,-0.47,0.041,5.0,189,77,869
1,0,475,49,1.29,29.0,-0.47,0.041,5.0,189,77,870
0,0,514,67,1.06,29.0,-0.47,0.041,5.0,189,77,871
0,0,493,33,0.55,5.0,-0.66,0.041,2.25,305,77,872
0,0,514,31,0.82,5.0,-0.66,0.041,2.25,305,77,873
1,0,497,81,1.29,5.0,-0.66,0.041,2.25,305,77,874
0,0,510,57,-0.09,5.0,-0.66,0.041,2.25,305,77,875
0,1,474,56,-0.03,13.0,0.62,0.407,2.0,13,78,876
0,1,478,12,-0.03,13.0,0.62,0.407,2.0,13,78,877
1,1,482,49,0.81,13.0,0.62,0.407,2.0,13,78,878
0,1,463,24,0.01,13.0,0.62,0.407,2.0,13,78,879
0,1,461,75,-0.21,13.0,0.62,0.407,2.0,13,78,880
0,1,512,25,-0.61,13.0,0.62,0.407,2.0,13,78,881
1,1,439,77,-0.94,13.0,0.62,0.407,2.0,13,78,882
1,1,473,6,0.06,13.0,0.62,0.407,2.0,13,78,883
0,1,435,26,-1.29,13.0,0.62,0.407,2.0,13,78,884
0,1,419,85,-1.06,2.0,,0.407,1.5,111,78,885
1,1,430,30,-0.46,2.0,,0.407,1.5,111,78,886
1,1,476,13,-0.47,2.0,,0.407,1.5,111,78,887
1,1,472,40,-1.09,0.0,-0.52,0.407,2.0,183,78,888
0,1,427,11,-0.03,0.0,-0.52,0.407,2.0,183,78,889
1,1,488,2,-0.03,0.0,-0.52,0.407,2.0,183,78,890
1,1,436,50,-1.21,4.0,0.12,0.351,2.0,23,79,891
1,1,462,43,1.57,2.0,-1.56,0.351,2.0,112,79,892
1,1,401,74,-0.22,2.0,-1.56,0.351,2.0,112,79,893
1,1,468,31,0.36,2.0,-1.28,0.351,2.5,253,79,894
1,1,451,87,1.33,2.0,-1.28,0.351,2.5,253,79,895
1,1,531,24,0.92,2.0,-1.28,0.351,2.5,253,79,896
